date,Numeric score,Colour,Size,Line,author,title,Numeric score std err,Numeric score min,Numeric score max,Prediction,Probability,Prob std err,Prediction confidence,Key quote,Quote confidence,Rationale,description,cb,url,date_popup,unrelated
2019-05-30,0.52,#424086FF,9,,David Ramsden,Resilience - three lessons from the financial crisis,0.103,0.3,0.7,Hold,0.733,0.071,0.9,"Looking ahead, if we get a smooth Brexit with a transition deal, as assumed in the MPC's latest Inflation Report forecast, I expect growth to pick up, leading to excess demand and building domestic inflationary pressure, so that further monetary tightening is appropriate to maintain monetary stability.",0.6,"Sir David Ramsden balances some optimism for growth amid Brexit uncertainties with the need for future monetary tightening, indicating a somewhat hawkish stance. However, the present uncertainties suggest that the next interest rate decision is more likely to be a hold.","Speech by Sir David Ramsden, Deputy Governor for Markets and Banking of the Bank of England, to the Inverness Chamber of Commerce, Inverness, 30 May 2019.",BoE,https://www.bis.org/review/r190603e.htm,2019-05-30,No
2018-09-28,0.645,#424086FF,9,,David Ramsden,Finding the right balance,0.126,0.5,0.9,Raise,0.743,0.079,0.7,In August 2018 the MPC voted to raise Bank Rate from 0.5% to 0.75%.,0.3,"The speech emphasizes the need for gradual rate increases to control inflation, signaling a somewhat hawkish stance towards tightening monetary policy.","Speech by Sir David Ramsden, Deputy Governor for Markets and Banking of the Bank of England, at the Society of Professional Economists Annual Conference, London, 28 September 2018.",BoE,https://www.bis.org/review/r181002d.htm,2018-09-28,No
2018-06-07,0.535,#424086FF,9,,David Ramsden,What's going on?,0.16,0.25,0.7,Hold,0.7,0.071,0.5,"Despite the backdrop of uncertainty, and despite the unusual things going on in the economy, I am actually reasonably confident about our understanding of what's going on.",0.2,"The speech outlines both the concerns and potential paths for the UK economy, showing awareness of inflation pressures but also considerable uncertainties, which suggests a neutral stance. Sir David Ramsden emphasizes a watchful approach, implying holding rates until clearer data is available.","Speech by Sir David Ramsden, Deputy Governor for Markets and Banking of the Bank of England, at the Barclays Inflation Conference, London, 7 June 2018.",BoE,https://www.bis.org/review/r180611a.htm,2018-06-07,No
2018-02-23,0.49,#424086FF,9,,David Ramsden,The UK's productivity growth challenge,0.074,0.3,0.6,Hold,0.72,0.035,1,"The weakness of and uncertainty around the path of UK productivity is a key driver of these unusual developments, and is therefore a key consideration for monetary policy.",0.2,"The speech presents a balanced view on productivity, with risks indicated in both directions. The mention of a slight increase in productivity does not provide a strong case for changing rates, suggesting a likelihood to hold rates constant at the next meeting.","Speech by Sir David Ramsden, Deputy Governor for Markets and Banking of the Bank of England, at an East of England CBI event, Cambridge, 23 February 2018.",BoE,https://www.bis.org/review/r180227c.htm,2018-02-23,No
2017-11-20,0.325,#424086FF,9,,David Ramsden,"Monetary policy from end to end - define, decide, deliver",0.098,0.2,0.5,Hold,0.695,0.076,1,"For that reason, in our November meeting I was willing to wait for more evidence on the evolution of wage and domestic cost growth before beginning to withdraw some monetary stimulus.",0.3,"Sir David Ramsden's speech outlines a balanced view on the economic situation, highlighting uncertainties and the need for further evidence before adjusting rates. He notes the subdued nature of domestic inflation and labor market flexibility, suggesting a cautious approach, thereby leaning towards holding the current rate.","Speech by Sir David Ramsden, Deputy Governor for Markets and Banking of the Bank of England, The Strand Group Lecture Series, King's College London, London, 20 November 2017.",BoE,https://www.bis.org/review/r171212c.htm,2017-11-20,No
2024-02-07,0.35,#3B528BFF,9,,Sarah Breeden,Engineering revisited,0.115,0.25,0.6,Hold,0.725,0.035,1,"As I have become more confident that persistence is likely to evolve as embodied within our forecast, I have become less concerned that rates might need to be tightened further.",0.8,"Sarah Breeden expresses reduced concern about inflation persistence, which suggests comfort with the current policy stance and implies a reduced likelihood of further rate hikes. Her emphasis on assessing real-world outcomes indicates a preference to hold the rate steady and observe developments, particularly regarding persistence and wage growth.","Speech by Ms Sarah Breeden, Deputy Governor for Financial Stability of the Bank of England, at the UK Women in Economics Annual Networking Event, London, 7 February 2024. ",BoE,https://www.bis.org/review/r240207b.htm,2024-02-07,No
2023-12-19,0.61,#3B528BFF,9,,Sarah Breeden,Monetary policy as engineering?,0.097,0.5,0.7,Hold,0.715,0.078,1,"The economy is moving in the right direction to return inflation to the 2% target, but our job isn't done. The question I am focused on is whether there is evidence of more persistent inflationary pressures which means we may need to tighten further.",0.3,"Sarah Breeden emphasizes the need for monetary policy to remain restrictive to combat persistent inflation, showing concern about high inflation as the more costly scenario. However, she also balances this with acknowledgment of uncertainty and the importance of current evidence, leading her to support a 'Hold' stance for now.","Speech by Ms Sarah Breeden, Deputy Governor and member of the Monetary Policy Committee (MPC) of the Bank of England, at the Institute of International Finance's Talking Policy Series, 19 December 2023.",BoE,https://www.bis.org/review/r240105h.htm,2023-12-19,No
2023-03-09,0.48,#3B528BFF,9,,Sarah Breeden,Two sides of the same coin - delivering monetary and financial stability timelessly,0.063,0.3,0.5,Hold,0.72,0.095,1,"Monetary and financial stability are complementary, representing two sides of the same coin.",0.4,"The speech addresses the complexity of the relationship between monetary and financial stability and highlights the importance of both. While it acknowledges the need for vigilance as monetary policy tightens, it does not signal an immediate need to alter interest rates, suggesting a neutral stance.","Speech by Ms Sarah Breeden, Executive Director for Financial Stability Strategy and Risk of the Bank of England, at the University of Leeds, Leeds, 9 March 2023.",BoE,http://www.bis.org/review/r230313b.htm,2023-03-09,No
2023-03-08,0.235,#33638DFF,9,,Swati Dhingra,A cost-of-living crisis: Inflation during an unprecedented terms of trade shock - speech by Swati Dhingra,0.078,0.1,0.3,Hold,0.75,0.053,1,"Overtightening poses a more material risk at this point, through potential negative impacts from increased borrowing costs and reduced supply capacity going forwards.",0.4,"The speaker highlights the risks of overtightening and argues that the evidence does not point to persistent cost-push inflation becoming embedded in wages and margins. The suggestion is to hold policy steady, indicating a dovish stance.",,BoE,https://www.bankofengland.co.uk/speech/2023/march/swati-dhingra-remarks-on-cost-of-living-crisis-and-inflation-at-the-resolution-foundation,2023-03-08,No
2024-02-15,0.55,#2C728EFF,9,,Megan Greene,Worlds apart? UK inflation and monetary policy in an international context - speech by Megan Greene,0.071,0.5,0.7,Hold,0.68,0.059,1,I think the burden of proof therefore needs to lie in inflation persistence continuing to wane.,0.2,"The speech highlights both potential upside and downside risks for inflation due to labor hoarding, indicating a balanced assessment that does not strongly push towards policy adjustment. The likelihood of holding rates is increased given the acknowledgment of inflation persistence waning.","  Megan Greene looks at the UK in an international context, focusing on how the drivers of inflation differ between the UK and US. She highlights evidence of greater inflation persistence in the UK and discusses how this impacts her policy stance. ",BoE,https://www.bankofengland.co.uk/speech/2024/february/megan-greene-fireside-chat-with-brian-coulton-chief-economist-fitch-ratings,2024-02-15,No
2023-11-30,0.69,#2C728EFF,9,,Megan Greene,Are we there yet? A journey into monetary policy and medium-term factors − speech by Megan Greene,0.07,0.5,0.75,Hold,0.745,0.086,1,"Given recent developments in demand and inflation, it’s clear that monetary policy is restrictive in the UK. But in light of the persistence of UK wage and services price pressures, which stand out in international comparisons, I think policy will need to remain restrictive for some time in order for inflation to sustainably return to target.",0.4,"Megan Greene expresses concern over inflation persistence in the UK, emphasizing the need for maintaining a restrictive policy stance due to wage and services price pressures. However, she also acknowledges recent downside news in wage growth and signs of easing persistence, suggesting holding the rate at 5.25% for now.","  In her first speech as an MPC member, Megan sets out her approach to interest rate decisions. She weighs the risks of inflation persistence, in particular services inflation and wage growth, with weakening activity. Megan then considers how the UK’s medium-term outlook may have shifted and what this could mean for monetary policy.  ",BoE,https://www.bankofengland.co.uk/speech/2023/november/megan-greene-speech-at-leeds-university,2023-11-30,No
