date,author,HDS,HDS_low,HDS_high,HDS_low_2sd,HDS_high_2sd,title,Numeric score std err,Numeric score min,Numeric score max,Prediction,Probability,Prob std err,Prediction confidence,Key quote,Quote confidence,Rationale,description,cb,url,Colour,date_popup
2019-07-16,Jerome H Powell,0.285,0.261,0.309,0.3,0.25,Monetary policy in the post-crisis era,0.024,0.25,0.3,Cut,0.715,0.058,1,Many FOMC participants judged at the time of our most recent meeting in June that the combination of these factors strengthens the case for a somewhat more accommodative stance of policy.,1,"Chair Powell emphasizes the need for a more accommodative stance due to uncertainties, muted inflation pressures, and concerns about ongoing economic issues like trade tensions. This signals a likelihood of cutting rates.","Speech by Mr Jerome H Powell, Chair of the Board of Governors of the Federal Reserve System, at ""Bretton Woods: 75 Years Later - Thinking about the Next"", a conference organized by the Bank of France and the French Ministry for the Economy and Finance, Paris, 16 July 2019.",Fed,https://www.bis.org/review/r190718a.htm,#440154FF,2019-07-16
2019-06-25,Jerome H Powell,0.285,0.261,0.309,0.3,0.25,Economic outlook and monetary policy review,0.024,0.25,0.3,Cut,0.694,0.017,0.9,Many FOMC participants judge that the case for somewhat more accommodative policy has strengthened.,0.6,"Powell highlights increased uncertainties and the reemergence of crosscurrents affecting the economic outlook, suggesting a growing case for more accommodative policy, which typically involves cutting rates.","Speech by Mr Jerome H Powell, Chair of the Board of Governors of the Federal Reserve System, at the Council on Foreign Relations, New York, New York City, 25 June 2019.",Fed,https://www.bis.org/review/r190627k.htm,#440154FF,2019-06-25
2019-06-04,Jerome H Powell,0.335,0.244,0.426,0.5,0.25,Opening remarks,0.091,0.25,0.5,Cut,0.6,0,0.5,"We are closely monitoring the implications of these developments for the U.S. economic outlook and, as always, we will act as appropriate to sustain the expansion, with a strong labor market and inflation near our symmetric 2 percent objective.",0.4,"Powell emphasizes the uncertainty around trade negotiations and the willingness to sustain economic expansion, hinting at potential easing if necessary. He highlights the proximity of rates to the effective lower bound as a challenge, which often requires more dovish (easing) positions.","Speech by Mr Jerome H Powell, Chair of the Board of Governors of the Federal Reserve System, at the ""Conference on Monetary Policy Strategy, Tools, and Communications Practices"", sponsored by the Federal Reserve, Federal Reserve Bank of Chicago, Chicago, Illinois, 4 June 2019.",Fed,https://www.bis.org/review/r190606e.htm,#440154FF,2019-06-04
2019-05-20,Jerome H Powell,0.495,0.361,0.629,0.7,0.25,Business debt and our dynamic financial system,0.134,0.25,0.7,Hold,0.72,0.067,1,Today business debt does not appear to present notable risks to financial stability.,0.6,"Powell acknowledges the high levels of business debt but emphasizes that the current financial system is strong enough to handle potential losses, suggesting the risks are moderate. This indicates a balanced view without immediate inclination towards policy changes, making a 'Hold' decision likely.","Speech by Mr Jerome H Powell, Chair of the Board of Governors of the Federal Reserve System, at ""Mapping the Financial Frontier: What Does the Next Decade Hold?"" 24th Annual Financial Markets Conference, sponsored by the Federal Reserve Bank of Atlanta, Amelia Island, Florida, 20 May 2019.",Fed,https://www.bis.org/review/r190521a.htm,#440154FF,2019-05-20
2019-03-08,Jerome H Powell,0.48,0.417,0.543,0.5,0.3,Monetary policy - normalization and the road ahead,0.063,0.3,0.5,Hold,0.765,0.067,1,"With nothing in the outlook demanding an immediate policy response and particularly given muted inflation pressures, the Committee has adopted a patient, wait-and-see approach to considering any alteration in the stance of policy.",1,"Chairman Powell emphasizes a 'patient, wait-and-see approach' and notes no immediate economic conditions demanding a rate change, suggesting a neutral stance and likelihood to hold rates steady at the next meeting.","Speech by Mr Jerome H Powell, Chairman of the Board of Governors of the Federal Reserve System, at the 2019 SIEPR Economic Summit, Stanford Institute of Economic Policy Research, Stanford, California, 8 March 2019.",Fed,https://www.bis.org/review/r190315e.htm,#440154FF,2019-03-08
2019-02-28,Jerome H Powell,0.425,0.304,0.546,0.5,0.25,Recent economic developments and longer-term challenges,0.121,0.25,0.5,Hold,0.785,0.082,1,"Given the positive outlook but also muted inflation pressures and the crosscurrents I just mentioned, the Federal Open Market Committee (FOMC) will be patient as we determine what future adjustments to the target range for the federal funds rate may be appropriate to support our dual-mandate objectives.",0.9,Powell emphasizes a patient approach due to positive short-term economic indicators but highlights uncertainty and muted inflation pressures. This suggests a balanced view with no immediate need for rate adjustments.,"Speech by Mr Jerome H Powell, Chairman of the Board of Governors of the Federal Reserve System, at the Citizens Budget Commission 87th Annual Awards Dinner, New York City, 28 February 2019.",Fed,https://www.bis.org/review/r190301a.htm,#440154FF,2019-02-28
2019-02-26,Jerome H Powell,0.5,0.5,0.5,0.5,0.5,Semiannual Monetary Policy Report to the Congress,0,0.5,0.5,Hold,0.805,0.055,1,"In January, with inflation pressures muted, the FOMC determined that the cumulative effects of these developments, along with ongoing government policy uncertainty, warranted taking a patient approach with regard to future policy changes.",0.7,"The speech suggests a 'patient approach' to monetary policy with data dependency, indicating a preference to hold rates steady unless new economic conditions suggest otherwise. The emphasis on patience and assessing global and financial developments leans towards a careful observation without immediate action.","Testimony by Mr Jerome H Powell, Chairman of the Board of Governors of the Federal Reserve System, before the Committee on Banking, Housing, and Urban Affairs, US Senate, Washington DC, 26 February 2019.",Fed,https://www.bis.org/review/r190226e.htm,#440154FF,2019-02-26
2024-09-06,Christopher J Waller,0.09,0,0.189,0.3,0,The time has come,0.099,0,0.3,Cut,0.9,0.041,1,I believe the time has come to lower the target range for the federal funds rate at our upcoming meeting.,0.8,"Christopher J Waller's speech emphasizes moderating the labor market and progress towards the inflation goal, suggesting a shift in focus to support employment, which indicates a dovish stance. His explicit call for rate cuts further confirms this dovish position.","Speech by Mr Christopher J Waller, Member of the Board of Governors of the Federal Reserve System, at the University of Notre Dame, Notre Dame, Indiana, 6 September 2024.",Fed,https://www.bis.org/review/r240909a.htm,#482576FF,2024-09-06
2024-07-17,Christopher J Waller,0.345,0.228,0.462,0.6,0.2,Getting closer,0.117,0.2,0.6,Hold,0.66,0.046,1,I believe the time to lower the policy rate is drawing closer.,0.3,"Waller presents a balanced view, acknowledging both progress in inflation and labor market balance, and the remaining uncertainties. He doesn't commit to a specific action, suggesting a hold on rates until further data confirms a sustained trend toward 2% inflation.","Speech by Mr Christopher J Waller, Member of the Board of Governors of the Federal Reserve System, at the Federal Reserve Bank of Kansas City, Kansas City, Missouri, 17 July 2024.",Fed,https://www.bis.org/review/r240718a.htm,#482576FF,2024-07-17
2024-05-24,Christopher J Waller,0.51,0.478,0.542,0.6,0.5,Some thoughts on r* - why did it fall and will it rise?,0.032,0.5,0.6,Hold,0.711,0.033,0.9,My objective here today was to provide some arguments for what has moved r* over the past several decades and what could move it in the future.,0.2,"The speech provides an academic discussion of the natural rate of interest, r*, and its determinants. Given the focus on long-term factors affecting r* without immediate policy prescriptions, the speech does not suggest imminent action on interest rates.","Speech by Mr Christopher J Waller, Member of the Board of Governors of the Federal Reserve System, at the Reykjavik Economic Conference, Reykjavik, Iceland, 24 May 2024.",Fed,https://www.bis.org/review/r240527h.htm,#482576FF,2024-05-24
2024-05-21,Christopher J Waller,0.51,0.344,0.676,0.7,0.3,"Little by little, progress seems to be resuming",0.166,0.3,0.7,Hold,0.74,0.046,1,I believe that further increases in the policy rate are probably unnecessary.,0.4,"While Christopher Waller acknowledges recent progress in inflation, he emphasizes the need for further conclusive data before considering easing policy. He shows restraint in rate hikes, suggesting a bias towards holding rates for now, though not definitively ruling out future increases.","Speech by Mr Christopher J Waller, Member of the Board of Governors of the Federal Reserve System, at the Peterson Institute for International Economics, Washington DC, 21 May 2024.",Fed,https://www.bis.org/review/r240523b.htm,#482576FF,2024-05-21
2024-03-27,Christopher J Waller,0.58,0.44,0.72,0.7,0.3,There's still no rush,0.14,0.3,0.7,Hold,0.81,0.046,1,I see no rush in taking the step of beginning to ease monetary policy.,0.2,"Christopher J Waller's speech reflects a cautiously neutral stance, with an emphasis on maintaining the current policy rate due to recent economic data showing mixed signals. While noting progress in the labor market, Waller is concerned about the slowdown in inflation reduction and is opting to maintain the current restrictive rate to observe future inflation trends more clearly.","Speech by Mr Christopher J Waller, Member of the Board of Governors of the Federal Reserve System, at the Economic Club of New York, New York City, 27 March 2024.",Fed,https://www.bis.org/review/r240328a.htm,#482576FF,2024-03-27
2024-03-01,Christopher J Waller,0.6,0.506,0.694,0.7,0.5,"Thoughts on quantitative tightening, including remarks on the paper ""Quantitative tightening around the globe - what have we learned?""",0.094,0.5,0.7,Hold,0.71,0.066,1,"As the Federal Reserve continues its QT program, I support further thinking about how many more securities to redeem.",0.2,"Christopher J. Waller's speech was highly analytical and focused on understanding the mechanisms and effects of quantitative tightening versus quantitative easing. While he emphasized the importance of QT being credibly followed after QE and discussed the importance of balance sheet normalization, there was no strong indication of immediate policy tightening or easing. Therefore, the speech is best categorized as neutral, suggesting a hold on interest rates.","Speech by Mr Christopher J Waller, Member of the Board of Governors of the Federal Reserve System, at the 2024 US Monetary Policy Forum, New York City, 1 March 2024.",Fed,https://www.bis.org/review/r240304b.htm,#482576FF,2024-03-01
