date,Numeric score,Colour,Size,Line,author,title,Numeric score std err,Numeric score min,Numeric score max,not_related,Prediction,Probability,Prob std err,Prediction confidence,Key quote,Quote confidence,Rationale,date_popup,unrelated,Name
2023-12-19,0.61,#443C84FF,3,,Sarah Breeden,Monetary policy as engineering?,0.097,0.5,0.7,FALSE,Hold,0.715,0.078,1,"The economy is moving in the right direction to return inflation to the 2% target, but our job isn't done. The question I am focused on is whether there is evidence of more persistent inflationary pressures which means we may need to tighten further.",0.3,"Sarah Breeden emphasizes the need for monetary policy to remain restrictive to combat persistent inflation, showing concern about high inflation as the more costly scenario. However, she also balances this with acknowledgment of uncertainty and the importance of current evidence, leading her to support a 'Hold' stance for now.",2023-12-19,No,
2023-03-09,0.48,#443C84FF,3,,Sarah Breeden,Two sides of the same coin – delivering monetary and financial stability timelessly,0.063,0.3,0.5,FALSE,Hold,0.72,0.095,1,"Monetary and financial stability are complementary, representing two sides of the same coin.",0.4,"The speech addresses the complexity of the relationship between monetary and financial stability and highlights the importance of both. While it acknowledges the need for vigilance as monetary policy tightens, it does not signal an immediate need to alter interest rates, suggesting a neutral stance.",2023-03-09,No,
2024-05-23,0.42,#3F4889FF,3,,Swati Dhingra,A rich vein or fool’s gold? Economic forecasts during large shocks,0.103,0.3,0.5,FALSE,Hold,0.65,0.071,1,"In my view, it is investments in measurement and analysis, and not tweaks to forecasting models or communications, that will advance our understanding of the economy and ultimately lead to better decision-making.",0.4,"The speech focuses on the challenges of economic forecasting during large shocks and emphasizes the importance of improving data and forecasting tools. However, it does not provide a clear indication of future monetary policy direction, such as raising or lowering interest rates, hence, it is categorized as Neutral with a prediction to Hold rates.",2024-05-23,No,
2024-02-21,0.1,#3F4889FF,3,,Swati Dhingra,Money’s too tight (to mention),0.067,0,0.2,FALSE,Cut,0.835,0.067,1,"At the February meeting of the MPC, I voted to cut Bank Rate by 25bps.",0.3,The speech indicates a preference for easing monetary policy given the argument that inflation is on a downward trajectory and there's evidence of downside risks to keeping policy tight. Dhingra highlights past overtightening risks and suggests that there's no compelling evidence to maintain current restrictive levels.,2024-02-21,No,
2023-03-08,0.26,#3F4889FF,3,,Swati Dhingra,A cost-of-living crisis: Inflation during an unprecedented terms of trade shock,0.039,0.2,0.3,FALSE,Hold,0.73,0.035,1,"My conclusion is that, given little evidence of further cost-push inflation, further tightening is a bigger risk to output and the medium-term inflation target.",0.8,"The speech highlights the risks of overtightening and suggests that recent inflation is largely driven by external factors, indicating a reluctance to increase rates further. The speaker seems to favor holding rates to avoid deepening the economic downturn, reflecting a somewhat dovish stance.",2023-03-08,No,
2024-09-25,0.295,#39558CFF,3,,Megan Greene,Who’s buying? The outlook for consumption in a rate cutting cycle,0.016,0.25,0.3,FALSE,Hold,0.689,0.033,0.9,"Given this risk, I believe it is appropriate to take a gradual approach to removing restrictiveness.",0.2,"The speech indicates a preference for a cautious approach to monetary easing, suggesting that the speaker is somewhat dovish. The speaker emphasizes the need for some economic slack to control inflation and acknowledges uncertainties in the economic forecast. The preference to hold rates suggests a probability leaning towards maintaining current policy rather than immediate further easing.",2024-09-25,No,
2024-05-16,0.51,#39558CFF,3,,Megan Greene,Two puzzles: recent UK labour market dynamics,0.151,0.25,0.7,FALSE,Hold,0.66,0.046,1,"To conclude, I’d like to set out what these developments in UK labour markets imply for the monetary policy outlook.",0.3,"The speech discusses uncertainties and potential risks regarding inflation persistence and labour hoarding but highlights the easing of inflationary pressures and the expectation that wage and services inflation will normalize. Therefore, Greene hints at a cautiously optimistic outlook, suggesting a preference to hold rates unless inflation persistence increases.",2024-05-16,No,
2024-02-15,0.645,#39558CFF,3,,Megan Greene,Worlds apart? UK inflation and monetary policy in an international context,0.101,0.5,0.75,FALSE,Hold,0.785,0.047,1,"Given recent developments in demand and inflation, it’s clear that monetary policy is restrictive in the UK. But in light of the persistence of UK wage and services price pressures, which stand out in international comparisons, I think policy will need to remain restrictive for some time in order for inflation to sustainably return to target.",0.3,"The speech highlights concerns about inflation persistence in the UK but recent data indicate some easing, leading to the decision to hold rates steady. The speaker emphasizes the need to remain restrictive but acknowledges current policy is sufficient for now.",2024-02-15,No,
2023-11-30,0.695,#39558CFF,3,,Megan Greene,Are we there yet? A journey into monetary policy and medium-term factors,0.037,0.6,0.75,FALSE,Hold,0.611,0.033,0.9,"But the data on output remains mixed, and I continue to worry more about inflation persistence.",0.5,"The speaker expresses concerns about inflation persistence despite mixed indicators on economic activity, suggesting that the risks are finely balanced. While there are mentions of inflation drivers like services and wage growth, there is enough concern about the state of inflation that suggests a somewhat hawkish stance. However, given the mixed data on economic activity and an upward shift in the estimates of neutral rates, the prediction leans towards holding the current rate, reflecting caution until clearer data trends emerge.",2023-11-30,No,
2024-11-14,0.685,#34618DFF,3,,Catherine L Mann,The Great Moderation 20 years on – and beyond,0.067,0.5,0.75,FALSE,Hold,0.613,0.023,0.8,"The optimal strategy for a policymaker under the uncertainties likely to be evident going forward, of increased volatility that is upward-inflation-biased, is an activist one, rather than the gradualist approach to policymaking.",0.4,"The speech discusses both the historical role of 'good policy' and 'good luck' in economic stability but emphasizes the need for ongoing vigilance and adaptation to new global and domestic sources of volatility. Given these uncertainties, the approach appears neutral, focused on maintaining stability rather than making immediate rate changes, suggesting a 'Hold' stance for the next interest rate meeting.",2024-11-14,No,
2024-09-20,0.3,#34618DFF,3,,Catherine L Mann,Policy spillovers when external shocks persist and domestic activity diverges,0.024,0.25,0.35,FALSE,Hold,0.717,0.035,0.9,Slowing inflation dynamics and weakening economic growth prospects suggest that the most likely direction for interest rates in the near future is down in these economies.,0.3,"The speech emphasizes concerns about persistently high and sticky inflation in the UK, especially in services, despite some easing in prices. The suggestion that interest rates will probably head down in the near future indicates a somewhat dovish outlook, although the speaker advises holding rates for now due to existing inflationary pressures and structural economic challenges.",2024-09-20,No,
2024-02-08,0.855,#34618DFF,3,,Catherine L Mann,Mind the gap(s): Inflation data and prospects,0.13,0.7,1,FALSE,Raise,0.85,0.058,1,"Considering both backward-looking outcomes and my forward-looking assessments and risks, I determined it was prudent to vote for another increase in Bank Rate.",0.9,"Catherine L. Mann emphasizes the persistence and potential upside risks to inflation, supported by improving economic indicators such as rising real household incomes and a tight labor market. She expresses concerns over inflation persistence, especially in the services sector, and takes an active stance against easing financial conditions, advocating for a rate increase.",2024-02-08,No,
2023-09-11,0.93,#34618DFF,3,,Catherine L Mann,Inflation models and research: distilling dynamics for monetary policy decision-making,0.048,0.9,1,FALSE,Raise,0.86,0.021,1,"To pause or to hold the policy rate lower for longer risks inflation becoming more deeply embedded, which would then require more tightening in total.",0.4,The speech strongly emphasizes concerns about inflation persistence and suggests a preference for over-tightening to combat inflation risks. The speaker clearly states a willingness to raise rates to manage inflation expectations and prevent further inflation persistence.,2023-09-11,No,
